i,j,term1,term2,term3,term4,d_cpp
33,24,-2.3143624807026797e-106,-3.7870343559315897e-103,-3.9905462096886498e-103,-2.3412843306969721e-200,-7.7798949281009428e-103
33,25,-1.2350106489399339e-103,-1.1784019007838951e-103,-7.4376748889065374e-106,-2.5182863784132467e-201,-2.4208502246127358e-103
33,26,-6.6300398801255124e-101,-6.2882928164187328e-101,-2.3143624807026797e-106,-7.2582641254545042e-196,-1.2918355840169055e-100
33,27,-3.5592753607274977e-98,-3.3758115516290335e-98,-1.2350106489399339e-103,-2.0918168791151865e-190,-6.9350992624630211e-98
33,28,-1.9107639354415099e-95,-1.8122730926838736e-95,-6.6300398801255124e-101,-6.0285734692831766e-185,-3.7230436581652639e-95
33,29,-1.0257758804695787e-92,-9.7290198585916962e-93,-3.5592753607274977e-98,-1.7374225457975026e-179,-1.9986814256041092e-92
33,30,-5.5067825880333542e-90,-5.2229339932810353e-90,-1.9107639354415099e-95,-5.0072162478006637e-174,-1.0729735688953744e-89
33,31,-2.9562651110479739e-87,-2.8038836280183426e-87,-1.0257758804695787e-92,-1.4430694831769e-168,-5.7601589968251219e-87
33,32,-1.58704348085052e-84,-1.505238896295253e-84,-5.5067825880333542e-90,-4.1588967406612945e-163,-3.0922878839283611e-84
33,33,-8.5198955962960713e-82,-8.0807352783092346e-82,-2.9562651110479739e-87,-1.1985855359788546e-157,-1.6600660437256415e-81
33,34,-4.5738268577798431e-79,-4.3380677179433688e-79,-1.58704348085052e-84,-3.4542990043779921e-152,-8.911910446158021e-79
33,35,-2.4554164882070763e-76,-2.328851382618232e-76,-8.5198955962960713e-82,-9.9552190923963359e-147,-4.7842763907209044e-76
33,36,-1.3181675472266805e-73,-1.250222245238278e-73,-4.5738268577798431e-79,-2.8690737846377711e-141,-2.5683943662918162e-73
33,37,-7.0764601073048861e-71,-6.7117020611738723e-71,-2.4554164882070763e-76,-8.2686119765891189e-136,-1.3788186722643641e-70
33,38,-3.7989319154180352e-68,-3.6031149445257376e-68,-1.3181675472266805e-73,-2.3829970628665785e-130,-7.4020600416192455e-68
33,39,-2.0394213320137286e-65,-1.9342988090258117e-65,-7.0764601073048861e-71,-6.8677488044048293e-125,-3.9737272174996468e-65
33,40,-1.0948444094489561e-62,-1.0384103588710664e-62,-3.7989319154180352e-68,-1.9792711613192926e-119,-2.1332585672519376e-62
33,41,-5.8775705739924298e-60,-5.5746096124300908e-60,-2.0394213320137286e-65,-5.7042190120838583e-114,-1.145220058063584e-59
33,42,-3.1553191991589828e-57,-2.9926774194340013e-57,-1.0948444094489561e-62,-1.6439442545169261e-108,-6.1480075670370785e-57
33,43,-1.6939038201660405e-54,-1.6065910905797023e-54,-5.8775705739924298e-60,-4.7378137239017375e-103,-3.3005007883163169e-54
33,44,-9.093565407702304e-52,-8.6248351244560181e-52,-3.1553191991589828e-57,-1.3654282267002829e-97,-1.7718432085350316e-51
33,45,-4.8817961704610947e-49,-4.6301626692831411e-49,-1.6939038201660405e-54,-3.9351362272100736e-92,-9.5119757787824366e-49
33,46,-2.6207469547360184e-46,-2.4856598456281022e-46,-9.093565407702304e-52,-1.1340982135782533e-86,-5.1064158939295277e-46
33,47,-1.4069236733637299e-43,-1.334403412898774e-43,-4.8817961704610947e-49,-3.2684478599442498e-81,-2.741331968058674e-43
33,48,1.4069236733637299e-43,-7.1636208449348278e-41,-2.6207469547360184e-46,9.1499394486614662e-78,-7.1495778156707378e-41
34,1,-1.5773980239856049e-48,-4.3117025644013371e-43,8.4681148565373754e-46,3.3146190733871964e-82,-4.3032502235250399e-43
34,2,-2.9382980370806081e-51,-8.0316235907567558e-46,-8.4681148565373754e-46,-1.0543098166616957e-85,-1.6499767830274501e-45
34,3,-5.4733144225052903e-54,-1.4960906171076989e-48,-1.5773980239856049e-48,-3.6582834754305652e-91,-3.0734941144077264e-48
34,4,-1.0195415982161166e-56,-2.7868426717278458e-51,-2.9382980370806081e-51,-1.2693648275972237e-96,-5.7251509042244363e-51
34,5,-1.8991510266959612e-59,-5.1911909533780018e-54,-5.4733144225052903e-54,-4.4044893632833847e-102,-1.0664524367393558e-53
34,6,-3.5376434159342459e-62,-9.6698905136706279e-57,-1.0195415982161166e-56,-1.5282861262193449e-107,-1.9865341872265952e-56
34,7,-6.5897449767729597e-65,-1.8012587744538784e-59,-1.8991510266959612e-59,-5.3029041301927089e-113,-3.7004163908948164e-59
34,8,-1.2275046903628229e-67,-3.3552946312682544e-62,-3.5376434159342459e-62,-1.8400214286823204e-118,-6.8929503222494039e-62
34,9,-2.2865342591764508e-70,-6.2500747934071118e-65,-6.5897449767729597e-65,-6.384574894977579e-124,-1.2839842635522664e-64
34,10,-4.2592414997960207e-73,-1.1642326298009042e-67,-1.2275046903628229e-67,-2.2153435799260811e-129,-2.3917415794052269e-67
34,11,-7.9339017470565344e-76,-2.16867423366343e-70,-2.2865342591764508e-70,-7.6868816763045314e-135,-4.4552164267416283e-70
34,12,-1.4778874814908076e-78,-4.039697747141784e-73,-4.2592414997960207e-73,-2.6672228380700176e-140,-8.2989540258126196e-73
34,13,-2.7529347823818966e-81,-7.5249466401854591e-76,-7.9339017470565344e-76,-9.2548291589449509e-146,-1.5458875916589816e-75
34,14,-5.1280290353384371e-84,-1.401709372383177e-78,-1.4778874814908076e-78,-3.2112750962808454e-151,-2.8796019819030198e-78
34,15,-9.552235656131897e-87,-2.6110340160211625e-81,-2.7529347823818966e-81,-1.1142601950708682e-156,-5.3639783506387155e-81
34,16,-1.779342616851148e-89,-4.8637033946834036e-84,-5.1280290353384371e-84,-3.8663015316168506e-162,-9.9917502234480094e-84
34,17,-3.3144703105291286e-92,-9.0598630911375838e-87,-9.552235656131897e-87,-1.3415437076105989e-167,-1.8612131891972585e-86
34,18,-6.1740292933691205e-95,-1.6876259214301864e-89,-1.779342616851148e-89,-4.6549383298538469e-173,-3.466974712310628e-89
34,19,-1.1500672549181675e-97,-3.1436250438145105e-92,-3.3144703105291286e-92,-1.6151878415751245e-178,-6.4581068550161886e-92
34,20,-2.1422876827868867e-100,-5.855787287103837e-95,-6.1740292933691205e-95,-5.6044389392673621e-184,-1.2029838003349786e-94
34,21,-3.9905462017062611e-103,-1.0907867278662068e-97,-1.1500672549181675e-97,-1.9446490999675705e-189,-2.2408579733305759e-97
34,22,-7.4333896179108105e-106,-2.0318628859852855e-100,-2.1422876827868867e-100,-6.7476158862371944e-195,-4.1741580021617903e-100
34,23,-1.3854528276445491e-108,-3.7848524282824664e-103,-3.9905462017062611e-103,-2.3413128953173863e-200,-7.7754124845170042e-103
34,24,-4.3110785171135417e-109,-7.0542979293678655e-106,-7.4333896179108105e-106,-8.1238755846865016e-206,-1.449199862579579e-105
34,25,-2.3005159828873818e-106,-2.1950680420003973e-106,-1.3854528276445491e-108,-8.7380438832688876e-207,-4.5094385531642239e-106
34,26,-1.2350106231473718e-103,-1.1713516917173391e-103,-4.3110785171135417e-109,-2.5184995236538618e-201,-2.4063666259432277e-103
34,27,-6.6300398801250315e-101,-6.2882926850909718e-101,-2.3005159828873818e-106,-7.2582641283983511e-196,-1.2918355570375833e-100
34,28,-3.5592753607274977e-98,-3.3758115516287885e-98,-1.2350106231473718e-103,-2.0918168791151905e-190,-6.9350992624625182e-98
34,29,-1.9107639354415099e-95,-1.8122730926838736e-95,-6.6300398801250315e-101,-6.0285734692831766e-185,-3.7230436581652639e-95
34,30,-1.0257758804695787e-92,-9.7290198585916962e-93,-3.5592753607274977e-98,-1.7374225457975026e-179,-1.9986814256041092e-92
34,31,-5.5067825880333542e-90,-5.2229339932810353e-90,-1.9107639354415099e-95,-5.0072162478006628e-174,-1.0729735688953744e-89
34,32,-2.9562651110479739e-87,-2.8038836280183426e-87,-1.0257758804695787e-92,-1.4430694831769002e-168,-5.7601589968251219e-87
34,33,-1.58704348085052e-84,-1.505238896295253e-84,-5.5067825880333542e-90,-4.1588967406612951e-163,-3.0922878839283611e-84
34,34,-8.5198955962960713e-82,-8.0807352783092346e-82,-2.9562651110479739e-87,-1.1985855359788551e-157,-1.6600660437256415e-81
34,35,-4.5738268577798431e-79,-4.3380677179433688e-79,-1.58704348085052e-84,-3.4542990043779934e-152,-8.911910446158021e-79
34,36,-2.4554164882070763e-76,-2.328851382618232e-76,-8.5198955962960713e-82,-9.9552190923963359e-147,-4.7842763907209044e-76
34,37,-1.3181675472266805e-73,-1.250222245238278e-73,-4.5738268577798431e-79,-2.8690737846377705e-141,-2.5683943662918162e-73
34,38,-7.0764601073048861e-71,-6.7117020611738723e-71,-2.4554164882070763e-76,-8.2686119765891204e-136,-1.3788186722643641e-70
34,39,-3.7989319154180352e-68,-3.6031149445257376e-68,-1.3181675472266805e-73,-2.3829970628665789e-130,-7.4020600416192455e-68
34,40,-2.0394213320137286e-65,-1.9342988090258117e-65,-7.0764601073048861e-71,-6.8677488044048303e-125,-3.9737272174996468e-65
34,41,-1.0948444094489561e-62,-1.0384103588710664e-62,-3.7989319154180352e-68,-1.9792711613192934e-119,-2.1332585672519376e-62
34,42,-5.8775705739924298e-60,-5.5746096124300908e-60,-2.0394213320137286e-65,-5.7042190120838604e-114,-1.145220058063584e-59
34,43,-3.1553191991589828e-57,-2.9926774194340013e-57,-1.0948444094489561e-62,-1.6439442545169267e-108,-6.1480075670370785e-57
34,44,-1.6939038201660405e-54,-1.6065910905797023e-54,-5.8775705739924298e-60,-4.7378137239017395e-103,-3.3005007883163169e-54
34,45,-9.0935654077023025e-52,-8.6248351244560181e-52,-3.1553191991589828e-57,-1.3654282267002832e-97,-1.7718432085350313e-51
34,46,-4.8817961704610939e-49,-4.6301626692831403e-49,-1.6939038201660405e-54,-3.9351362272100736e-92,-9.5119757787824366e-49
34,47,-2.620746954736018e-46,-2.4856598456281018e-46,-9.0935654077023025e-52,-1.1340982135782533e-86,-5.1064158939295277e-46
34,48,2.620746954736018e-46,-1.3344034128987738e-43,-4.8817961704610939e-49,3.1748800738871701e-83,-1.3317875477402083e-43
35,1,-2.9382980370806087e-51,-8.0316235907567573e-46,1.5773980239856052e-48,1.1501188732088081e-87,-8.0158789934972722e-46
35,2,-5.4733144225052903e-54,-1.4960906171076992e-48,-1.5773980239856052e-48,-3.6582834754305668e-91,-3.073494114407727e-48
35,3,-1.0195415982161166e-56,-2.7868426717278458e-51,-2.9382980370806087e-51,-1.2693648275972245e-96,-5.7251509042244363e-51
35,4,-1.8991510266959612e-59,-5.1911909533780018e-54,-5.4733144225052903e-54,-4.4044893632833855e-102,-1.0664524367393558e-53
35,5,-3.5376434159342459e-62,-9.6698905136706279e-57,-1.0195415982161166e-56,-1.5282861262193452e-107,-1.9865341872265952e-56
35,6,-6.5897449767729597e-65,-1.8012587744538784e-59,-1.8991510266959612e-59,-5.3029041301927089e-113,-3.7004163908948164e-59
35,7,-1.2275046903628229e-67,-3.3552946312682544e-62,-3.5376434159342459e-62,-1.8400214286823204e-118,-6.8929503222494039e-62
35,8,-2.2865342591764508e-70,-6.2500747934071118e-65,-6.5897449767729597e-65,-6.3845748949775823e-124,-1.2839842635522664e-64
35,9,-4.2592414997960207e-73,-1.1642326298009042e-67,-1.2275046903628229e-67,-2.215343579926082e-129,-2.3917415794052269e-67
35,10,-7.9339017470565344e-76,-2.16867423366343e-70,-2.2865342591764508e-70,-7.6868816763045326e-135,-4.4552164267416283e-70
35,11,-1.4778874814908076e-78,-4.039697747141784e-73,-4.2592414997960207e-73,-2.6672228380700176e-140,-8.2989540258126196e-73
35,12,-2.7529347823818966e-81,-7.5249466401854591e-76,-7.9339017470565344e-76,-9.2548291589449527e-146,-1.5458875916589816e-75
35,13,-5.1280290353384371e-84,-1.401709372383177e-78,-1.4778874814908076e-78,-3.2112750962808461e-151,-2.8796019819030198e-78
35,14,-9.552235656131897e-87,-2.6110340160211625e-81,-2.7529347823818966e-81,-1.1142601950708682e-156,-5.3639783506387155e-81
35,15,-1.779342616851148e-89,-4.8637033946834036e-84,-5.1280290353384371e-84,-3.8663015316168521e-162,-9.9917502234480094e-84
35,16,-3.3144703105291286e-92,-9.0598630911375838e-87,-9.552235656131897e-87,-1.3415437076105989e-167,-1.8612131891972585e-86
35,17,-6.1740292933691205e-95,-1.6876259214301864e-89,-1.779342616851148e-89,-4.6549383298538483e-173,-3.466974712310628e-89
35,18,-1.1500672549181675e-97,-3.1436250438145105e-92,-3.3144703105291286e-92,-1.6151878415751247e-178,-6.4581068550161886e-92
35,19,-2.1422876827868867e-100,-5.855787287103837e-95,-6.1740292933691205e-95,-5.6044389392673632e-184,-1.2029838003349786e-94
35,20,-3.9905462017062339e-103,-1.0907867278662068e-97,-1.1500672549181675e-97,-1.9446490999675705e-189,-2.2408579733305759e-97
35,21,-7.4333896030416173e-106,-2.0318628859852716e-100,-2.1422876827868867e-100,-6.7476158862371998e-195,-4.1741580021617613e-100
35,22,-1.3846545888257071e-108,-3.7848524207115326e-103,-3.9905462017062339e-103,-2.3413128954195337e-200,-7.7754124689636549e-103
35,23,-2.5807521386706819e-111,-7.0502335438221857e-106,-7.4333896030416173e-106,-8.1239746992704598e-206,-1.4483648954385191e-105
35,24,-8.0304611467236755e-112,-1.3140392877170586e-108,-1.3846545888257071e-108,-2.818852612224966e-211,-2.699496922657438e-108
35,25,-4.2852859544676642e-109,-4.0888628114111304e-109,-2.5807521386706819e-111,-3.0319590162752847e-212,-8.3999562872655012e-109
35,26,-2.3005159348422875e-106,-2.1819352656520867e-106,-8.0304611467236755e-112,-8.7387834625645352e-207,-4.4824592309555211e-106
35,27,-1.2350106231472821e-103,-1.1713516672542607e-103,-4.2852859544676642e-109,-2.5184995246753283e-201,-2.4063665756874973e-103
35,28,-6.6300398801250315e-101,-6.288292685090515e-101,-2.3005159348422875e-106,-7.2582641283983635e-196,-1.2918355570374896e-100
35,29,-3.5592753607274977e-98,-3.3758115516287885e-98,-1.2350106231472821e-103,-2.0918168791151905e-190,-6.9350992624625182e-98
35,30,-1.9107639354415099e-95,-1.8122730926838736e-95,-6.6300398801250315e-101,-6.0285734692831766e-185,-3.7230436581652639e-95
35,31,-1.0257758804695787e-92,-9.7290198585916962e-93,-3.5592753607274977e-98,-1.7374225457975026e-179,-1.9986814256041092e-92
35,32,-5.5067825880333542e-90,-5.2229339932810353e-90,-1.9107639354415099e-95,-5.0072162478006628e-174,-1.0729735688953744e-89
35,33,-2.9562651110479739e-87,-2.8038836280183426e-87,-1.0257758804695787e-92,-1.4430694831769002e-168,-5.7601589968251219e-87
35,34,-1.58704348085052e-84,-1.505238896295253e-84,-5.5067825880333542e-90,-4.1588967406612951e-163,-3.0922878839283611e-84
35,35,-8.5198955962960713e-82,-8.0807352783092346e-82,-2.9562651110479739e-87,-1.1985855359788551e-157,-1.6600660437256415e-81
35,36,-4.5738268577798431e-79,-4.3380677179433688e-79,-1.58704348085052e-84,-3.4542990043779934e-152,-8.911910446158021e-79
35,37,-2.4554164882070763e-76,-2.328851382618232e-76,-8.5198955962960713e-82,-9.9552190923963359e-147,-4.7842763907209044e-76
35,38,-1.3181675472266805e-73,-1.250222245238278e-73,-4.5738268577798431e-79,-2.8690737846377705e-141,-2.5683943662918162e-73
35,39,-7.0764601073048861e-71,-6.7117020611738723e-71,-2.4554164882070763e-76,-8.2686119765891204e-136,-1.3788186722643641e-70
35,40,-3.7989319154180352e-68,-3.6031149445257376e-68,-1.3181675472266805e-73,-2.3829970628665789e-130,-7.4020600416192455e-68
35,41,-2.0394213320137286e-65,-1.9342988090258117e-65,-7.0764601073048861e-71,-6.8677488044048303e-125,-3.9737272174996468e-65
35,42,-1.0948444094489561e-62,-1.0384103588710664e-62,-3.7989319154180352e-68,-1.9792711613192934e-119,-2.1332585672519376e-62
35,43,-5.8775705739924298e-60,-5.5746096124300908e-60,-2.0394213320137286e-65,-5.7042190120838604e-114,-1.145220058063584e-59
35,44,-3.1553191991589828e-57,-2.9926774194340013e-57,-1.0948444094489561e-62,-1.6439442545169267e-108,-6.1480075670370785e-57
35,45,-1.6939038201660405e-54,-1.6065910905797023e-54,-5.8775705739924298e-60,-4.7378137239017395e-103,-3.3005007883163169e-54
35,46,-9.0935654077023025e-52,-8.6248351244560181e-52,-3.1553191991589828e-57,-1.3654282267002832e-97,-1.7718432085350313e-51
35,47,-4.8817961704610939e-49,-4.6301626692831403e-49,-1.6939038201660405e-54,-3.9351362272100736e-92,-9.5119757787824366e-49
35,48,4.8817961704610939e-49,-2.4856598456281018e-46,-9.0935654077023025e-52,1.1016317146273969e-88,-2.4807871430230485e-46
36,1,-5.4733144225052915e-54,-1.4960906171076995e-48,2.9382980370806093e-51,3.9907253087739084e-93,-1.4931577923850415e-48
36,2,-1.0195415982161166e-56,-2.7868426717278464e-51,-2.9382980370806093e-51,-1.2693648275972248e-96,-5.7251509042244387e-51
36,3,-1.8991510266959612e-59,-5.1911909533780018e-54,-5.4733144225052915e-54,-4.4044893632833871e-102,-1.0664524367393561e-53
36,4,-3.5376434159342459e-62,-9.6698905136706279e-57,-1.0195415982161166e-56,-1.5282861262193449e-107,-1.9865341872265952e-56
36,5,-6.5897449767729597e-65,-1.8012587744538784e-59,-1.8991510266959612e-59,-5.3029041301927089e-113,-3.7004163908948164e-59
36,6,-1.2275046903628229e-67,-3.3552946312682544e-62,-3.5376434159342459e-62,-1.8400214286823204e-118,-6.8929503222494039e-62
36,7,-2.2865342591764508e-70,-6.2500747934071118e-65,-6.5897449767729597e-65,-6.384574894977579e-124,-1.2839842635522664e-64
36,8,-4.2592414997960207e-73,-1.1642326298009042e-67,-1.2275046903628229e-67,-2.2153435799260811e-129,-2.3917415794052269e-67
36,9,-7.9339017470565344e-76,-2.16867423366343e-70,-2.2865342591764508e-70,-7.6868816763045314e-135,-4.4552164267416283e-70
36,10,-1.4778874814908076e-78,-4.039697747141784e-73,-4.2592414997960207e-73,-2.6672228380700176e-140,-8.2989540258126196e-73
36,11,-2.7529347823818966e-81,-7.5249466401854591e-76,-7.9339017470565344e-76,-9.2548291589449509e-146,-1.5458875916589816e-75
36,12,-5.1280290353384371e-84,-1.401709372383177e-78,-1.4778874814908076e-78,-3.2112750962808454e-151,-2.8796019819030198e-78
36,13,-9.552235656131897e-87,-2.6110340160211625e-81,-2.7529347823818966e-81,-1.1142601950708682e-156,-5.3639783506387155e-81
36,14,-1.779342616851148e-89,-4.8637033946834036e-84,-5.1280290353384371e-84,-3.8663015316168506e-162,-9.9917502234480094e-84
36,15,-3.3144703105291286e-92,-9.0598630911375838e-87,-9.552235656131897e-87,-1.3415437076105989e-167,-1.8612131891972585e-86
36,16,-6.1740292933691205e-95,-1.6876259214301864e-89,-1.779342616851148e-89,-4.6549383298538469e-173,-3.466974712310628e-89
36,17,-1.1500672549181675e-97,-3.1436250438145105e-92,-3.3144703105291286e-92,-1.6151878415751245e-178,-6.4581068550161886e-92
36,18,-2.1422876827868867e-100,-5.855787287103837e-95,-6.1740292933691205e-95,-5.6044389392673621e-184,-1.2029838003349786e-94
36,19,-3.9905462017062339e-103,-1.0907867278662068e-97,-1.1500672549181675e-97,-1.9446490999675705e-189,-2.2408579733305759e-97
36,20,-7.4333896030415659e-106,-2.0318628859852716e-100,-2.1422876827868867e-100,-6.7476158862371975e-195,-4.1741580021617613e-100
36,21,-1.3846545860559482e-108,-3.7848524207115064e-103,-3.9905462017062339e-103,-2.3413128954195328e-200,-7.7754124689636014e-103
36,22,-2.5792652193777317e-111,-7.0502335297194297e-106,-7.4333896030415659e-106,-8.1239746996248921e-206,-1.4483648925413188e-105
36,23,-4.8072958301847401e-114,-1.3132821943335739e-108,-1.3846545860559482e-108,-2.8188870033725134e-211,-2.6979415876853523e-108
36,24,-1.4958740828551712e-114,-2.4477265731512476e-111,-2.5792652193777317e-111,-9.7809597975941239e-217,-5.0284876666118344e-111
36,25,-7.982416052815052e-112,-7.6165288595358739e-112,-4.8072958301847401e-114,-1.0520404336690039e-217,-1.5647017870652773e-111
36,26,-4.2852858649716679e-109,-4.0643997333681124e-109,-1.4958740828551712e-114,-3.0322156382542595e-212,-8.3497005570806084e-109
36,27,-2.3005159348421205e-106,-2.1819352200834894e-106,-7.982416052815052e-112,-8.7387834661088628e-207,-4.4824591373416635e-106
36,28,-1.2350106231472821e-103,-1.1713516672541759e-103,-4.2852858649716679e-109,-2.5184995246753323e-201,-2.4063665756873228e-103
36,29,-6.6300398801250315e-101,-6.288292685090515e-101,-2.3005159348421205e-106,-7.2582641283983635e-196,-1.2918355570374896e-100
36,30,-3.5592753607274977e-98,-3.3758115516287885e-98,-1.2350106231472821e-103,-2.0918168791151905e-190,-6.9350992624625182e-98
36,31,-1.9107639354415099e-95,-1.8122730926838736e-95,-6.6300398801250315e-101,-6.0285734692831766e-185,-3.7230436581652639e-95
36,32,-1.0257758804695787e-92,-9.7290198585916962e-93,-3.5592753607274977e-98,-1.7374225457975026e-179,-1.9986814256041092e-92
36,33,-5.5067825880333542e-90,-5.2229339932810353e-90,-1.9107639354415099e-95,-5.0072162478006628e-174,-1.0729735688953744e-89
36,34,-2.9562651110479739e-87,-2.8038836280183426e-87,-1.0257758804695787e-92,-1.4430694831769002e-168,-5.7601589968251219e-87
36,35,-1.58704348085052e-84,-1.505238896295253e-84,-5.5067825880333542e-90,-4.1588967406612951e-163,-3.0922878839283611e-84
36,36,-8.5198955962960713e-82,-8.0807352783092346e-82,-2.9562651110479739e-87,-1.1985855359788551e-157,-1.6600660437256415e-81
36,37,-4.5738268577798431e-79,-4.3380677179433688e-79,-1.58704348085052e-84,-3.4542990043779934e-152,-8.911910446158021e-79
36,38,-2.4554164882070763e-76,-2.328851382618232e-76,-8.5198955962960713e-82,-9.9552190923963359e-147,-4.7842763907209044e-76
36,39,-1.3181675472266805e-73,-1.250222245238278e-73,-4.5738268577798431e-79,-2.8690737846377705e-141,-2.5683943662918162e-73
36,40,-7.0764601073048861e-71,-6.7117020611738723e-71,-2.4554164882070763e-76,-8.2686119765891204e-136,-1.3788186722643641e-70
36,41,-3.7989319154180352e-68,-3.6031149445257376e-68,-1.3181675472266805e-73,-2.3829970628665789e-130,-7.4020600416192455e-68
36,42,-2.0394213320137286e-65,-1.9342988090258117e-65,-7.0764601073048861e-71,-6.8677488044048303e-125,-3.9737272174996468e-65
36,43,-1.0948444094489561e-62,-1.0384103588710664e-62,-3.7989319154180352e-68,-1.9792711613192934e-119,-2.1332585672519376e-62
36,44,-5.8775705739924298e-60,-5.5746096124300908e-60,-2.0394213320137286e-65,-5.7042190120838604e-114,-1.145220058063584e-59
36,45,-3.1553191991589828e-57,-2.9926774194340013e-57,-1.0948444094489561e-62,-1.6439442545169267e-108,-6.1480075670370785e-57
36,46,-1.6939038201660405e-54,-1.6065910905797023e-54,-5.8775705739924298e-60,-4.7378137239017395e-103,-3.3005007883163169e-54
36,47,-9.0935654077023025e-52,-8.6248351244560181e-52,-3.1553191991589828e-57,-1.3654282267002832e-97,-1.7718432085350313e-51
36,48,9.0935654077023025e-52,-4.6301626692831403e-49,-1.6939038201660405e-54,3.8224827597567644e-94,-4.6210860429136397e-49
37,1,-1.0195415982161162e-56,-2.7868426717278452e-51,5.4733144225052892e-54,1.3847167332934632e-98,-2.7813795527213221e-51
37,2,-1.8991510266959601e-59,-5.1911909533780001e-54,-5.4733144225052892e-54,-4.4044893632833855e-102,-1.0664524367393556e-53
37,3,-3.5376434159342442e-62,-9.6698905136706222e-57,-1.0195415982161162e-56,-1.5282861262193446e-107,-1.9865341872265943e-56
37,4,-6.5897449767729563e-65,-1.8012587744538776e-59,-1.8991510266959601e-59,-5.3029041301927043e-113,-3.7004163908948142e-59
37,5,-1.2275046903628222e-67,-3.3552946312682526e-62,-3.5376434159342442e-62,-1.8400214286823197e-118,-6.8929503222494004e-62
37,6,-2.2865342591764498e-70,-6.2500747934071084e-65,-6.5897449767729563e-65,-6.3845748949775765e-124,-1.2839842635522657e-64
37,7,-4.2592414997960188e-73,-1.1642326298009037e-67,-1.2275046903628222e-67,-2.2153435799260801e-129,-2.3917415794052259e-67
37,8,-7.9339017470565308e-76,-2.168674233663429e-70,-2.2865342591764498e-70,-7.6868816763045265e-135,-4.4552164267416257e-70
37,9,-1.4778874814908072e-78,-4.0396977471417821e-73,-4.2592414997960188e-73,-2.6672228380700157e-140,-8.2989540258126158e-73
37,10,-2.7529347823818957e-81,-7.5249466401854567e-76,-7.9339017470565308e-76,-9.2548291589449456e-146,-1.5458875916589811e-75
37,11,-5.1280290353384353e-84,-1.4017093723831765e-78,-1.4778874814908072e-78,-3.2112750962808454e-151,-2.8796019819030188e-78
37,12,-9.5522356561318934e-87,-2.6110340160211616e-81,-2.7529347823818957e-81,-1.1142601950708674e-156,-5.3639783506387136e-81
37,13,-1.7793426168511473e-89,-4.8637033946834018e-84,-5.1280290353384353e-84,-3.8663015316168492e-162,-9.9917502234480058e-84
37,14,-3.3144703105291273e-92,-9.0598630911375803e-87,-9.5522356561318934e-87,-1.3415437076105978e-167,-1.8612131891972578e-86
37,15,-6.1740292933691178e-95,-1.6876259214301857e-89,-1.7793426168511473e-89,-4.6549383298538454e-173,-3.4669747123106266e-89
37,16,-1.150067254918167e-97,-3.1436250438145092e-92,-3.3144703105291273e-92,-1.6151878415751234e-178,-6.4581068550161858e-92
37,17,-2.1422876827868857e-100,-5.8557872871038343e-95,-6.1740292933691178e-95,-5.6044389392673569e-184,-1.202983800334978e-94
37,18,-3.9905462017062319e-103,-1.0907867278662063e-97,-1.150067254918167e-97,-1.9446490999675689e-189,-2.2408579733305748e-97
37,19,-7.4333896030415621e-106,-2.0318628859852706e-100,-2.1422876827868857e-100,-6.7476158862371944e-195,-4.1741580021617593e-100
37,20,-1.3846545860559378e-108,-3.7848524207115044e-103,-3.9905462017062319e-103,-2.341312895419532e-200,-7.7754124689635974e-103
37,21,-2.5792652142183624e-111,-7.0502335297193764e-106,-7.4333896030415621e-106,-8.1239746996248888e-206,-1.448364892541308e-105
37,22,-4.8045260713963161e-114,-1.3132821917065827e-108,-1.3846545860559378e-108,-2.8188870034954946e-211,-2.6979415822885922e-108
37,23,-8.9547899050915215e-117,-2.4463162975145631e-111,-2.5792652142183624e-111,-9.7810791292789663e-217,-5.0255904665228305e-111
37,24,-2.7864393225670839e-117,-4.5595024691535848e-114,-4.8045260713963161e-114,-3.3938338651427662e-222,-9.3668149798724686e-114
37,25,-1.4869244833896947e-114,-1.4187688495257236e-114,-8.9547899050915215e-117,-3.6504090857868541e-223,-2.9146481228205098e-114
37,26,-7.9824158861063964e-112,-7.5709602629598954e-112,-2.7864393225670839e-117,-1.0521294773191993e-217,-1.5553404013459517e-111
37,27,-4.2852858649713578e-109,-4.0643996484852131e-109,-1.4869244833896947e-114,-3.0322156394840831e-212,-8.3497003827014042e-109
37,28,-2.3005159348421205e-106,-2.1819352200833311e-106,-7.9824158861063964e-112,-8.7387834661088739e-207,-4.4824591373413372e-106
37,29,-1.2350106231472821e-103,-1.1713516672541759e-103,-4.2852858649713578e-109,-2.5184995246753323e-201,-2.4063665756873228e-103
37,30,-6.6300398801250315e-101,-6.288292685090515e-101,-2.3005159348421205e-106,-7.2582641283983635e-196,-1.2918355570374896e-100
37,31,-3.5592753607274977e-98,-3.3758115516287885e-98,-1.2350106231472821e-103,-2.0918168791151905e-190,-6.9350992624625182e-98
37,32,-1.9107639354415099e-95,-1.8122730926838736e-95,-6.6300398801250315e-101,-6.0285734692831766e-185,-3.7230436581652639e-95
37,33,-1.0257758804695787e-92,-9.7290198585916962e-93,-3.5592753607274977e-98,-1.7374225457975026e-179,-1.9986814256041092e-92
37,34,-5.5067825880333542e-90,-5.2229339932810353e-90,-1.9107639354415099e-95,-5.0072162478006628e-174,-1.0729735688953744e-89
